Day;Program;ProgramName;ID;Consent;Priority;Physics;Rus;Math;Indiv;Sum
2025-08-04;ITSS;????;102770;0;2;94;100;100;2;296
2025-08-04;ITSS;????;103479;1;3;100;91;95;10;296
2025-08-04;ITSS;????;103748;0;4;100;88;100;8;296
2025-08-04;ITSS;????;103813;1;4;100;86;100;10;296
2025-08-04;ITSS;????;102724;1;4;100;95;100;0;295
2025-08-04;ITSS;????;102922;0;2;100;92;100;3;295
2025-08-04;ITSS;????;102474;0;4;93;94;100;7;294
2025-08-04;ITSS;????;103435;1;4;97;98;97;2;294
2025-08-04;ITSS;????;103605;0;4;100;100;93;1;294
2025-08-04;ITSS;????;103709;1;3;92;98;98;6;294
2025-08-04;ITSS;????;102354;1;3;88;100;100;5;293
2025-08-04;ITSS;????;102554;1;4;91;100;100;2;293
2025-08-04;ITSS;????;102562;1;2;87;100;100;6;293
2025-08-04;ITSS;????;102933;1;2;100;87;100;6;293
2025-08-04;ITSS;????;103546;1;1;97;100;86;10;293
2025-08-04;ITSS;????;103603;1;3;100;100;93;0;293
2025-08-04;ITSS;????;103693;0;4;100;91;100;2;293
2025-08-04;ITSS;????;103911;1;1;95;93;98;7;293
2025-08-04;ITSS;????;102321;1;3;100;95;87;10;292
2025-08-04;ITSS;????;102426;1;2;100;93;96;3;292
2025-08-04;ITSS;????;102565;1;2;100;100;91;1;292
2025-08-04;ITSS;????;102809;0;4;100;85;100;7;292
2025-08-04;ITSS;????;102880;0;3;100;93;94;5;292
2025-08-04;ITSS;????;103477;0;4;100;99;92;1;292
2025-08-04;ITSS;????;103496;0;4;100;93;96;3;292
2025-08-04;ITSS;????;103750;1;2;100;99;91;2;292
2025-08-04;ITSS;????;102597;1;3;100;85;96;10;291
2025-08-04;ITSS;????;102742;1;1;91;100;96;4;291
2025-08-04;ITSS;????;102859;1;2;100;100;83;8;291
2025-08-04;ITSS;????;102918;1;3;89;99;100;3;291
2025-08-04;ITSS;????;102942;1;3;91;92;100;8;291
2025-08-04;ITSS;????;102367;1;2;100;88;100;2;290
2025-08-04;ITSS;????;102773;1;3;100;100;89;1;290
2025-08-04;ITSS;????;102856;1;3;100;84;100;6;290
2025-08-04;ITSS;????;103476;1;3;94;86;100;10;290
2025-08-04;ITSS;????;103915;1;1;100;89;91;10;290
2025-08-04;ITSS;????;102230;0;4;100;82;100;7;289
2025-08-04;ITSS;????;102268;1;4;92;100;93;4;289
2025-08-04;ITSS;????;102483;1;2;81;100;100;8;289
2025-08-04;ITSS;????;102486;1;4;100;86;100;3;289
2025-08-04;ITSS;????;102261;1;3;80;100;98;10;288
2025-08-04;ITSS;????;102398;1;4;100;100;82;6;288
2025-08-04;ITSS;????;102511;1;4;100;96;86;6;288
2025-08-04;ITSS;????;102616;0;2;81;100;100;7;288
2025-08-04;ITSS;????;102743;1;4;100;81;100;7;288
2025-08-04;ITSS;????;102862;1;2;96;91;92;9;288
2025-08-04;ITSS;????;102866;1;2;85;99;97;7;288
2025-08-04;ITSS;????;103286;1;4;100;79;100;9;288
2025-08-04;ITSS;????;103592;0;2;86;100;100;2;288
2025-08-04;ITSS;????;102336;1;2;96;82;100;9;287
2025-08-04;ITSS;????;102543;1;4;100;90;97;0;287
2025-08-04;ITSS;????;102655;0;4;84;100;100;3;287
2025-08-04;ITSS;????;102793;0;4;100;86;100;1;287
2025-08-04;ITSS;????;102850;1;4;100;85;100;2;287
2025-08-04;ITSS;????;103305;0;4;90;100;90;7;287
2025-08-04;ITSS;????;102282;1;2;100;100;76;10;286
2025-08-04;ITSS;????;102443;1;2;88;98;100;0;286
2025-08-04;ITSS;????;102666;1;3;99;100;83;4;286
2025-08-04;ITSS;????;102691;1;2;84;100;100;2;286
2025-08-04;ITSS;????;102738;1;4;83;100;100;3;286
2025-08-04;ITSS;????;102824;1;2;100;100;82;4;286
2025-08-04;ITSS;????;103283;1;2;100;86;100;0;286
2025-08-04;ITSS;????;103673;1;4;93;100;91;2;286
2025-08-04;ITSS;????;103718;1;3;100;100;86;0;286
2025-08-04;ITSS;????;102236;1;3;86;99;100;0;285
2025-08-04;ITSS;????;102481;1;4;87;100;88;10;285
2025-08-04;ITSS;????;102540;1;3;75;100;100;10;285
2025-08-04;ITSS;????;102576;1;3;100;100;80;5;285
2025-08-04;ITSS;????;102661;1;4;95;95;86;9;285
2025-08-04;ITSS;????;103320;1;4;81;100;100;4;285
2025-08-04;ITSS;????;103322;1;4;100;100;85;0;285
2025-08-04;ITSS;????;103567;1;4;100;95;86;4;285
2025-08-04;ITSS;????;103641;1;1;89;89;100;7;285
2025-08-04;ITSS;????;102254;1;2;92;100;82;10;284
2025-08-04;ITSS;????;102314;1;4;80;100;100;4;284
2025-08-04;ITSS;????;102334;1;2;98;98;88;0;284
2025-08-04;ITSS;????;102369;1;3;100;100;80;4;284
2025-08-04;ITSS;????;102459;1;4;85;99;90;10;284
2025-08-04;ITSS;????;102544;1;4;82;95;97;10;284
2025-08-04;ITSS;????;102774;1;2;100;99;79;6;284
2025-08-04;ITSS;????;103559;1;2;80;100;100;4;284
2025-08-04;ITSS;????;103568;1;1;100;82;100;2;284
2025-08-04;ITSS;????;103574;1;3;97;82;100;5;284
2025-08-04;ITSS;????;103741;1;2;93;100;81;10;284
2025-08-04;ITSS;????;103902;1;3;83;100;94;7;284
2025-08-04;ITSS;????;102376;1;4;100;100;80;3;283
2025-08-04;ITSS;????;102392;1;2;98;81;97;7;283
2025-08-04;ITSS;????;102414;1;2;100;82;100;1;283
2025-08-04;ITSS;????;102627;1;1;93;96;85;9;283
2025-08-04;ITSS;????;102678;1;4;95;100;84;4;283
2025-08-04;ITSS;????;102980;1;2;100;73;100;10;283
2025-08-04;ITSS;????;103565;1;4;82;98;93;10;283
2025-08-04;ITSS;????;103760;1;2;97;90;92;4;283
2025-08-04;ITSS;????;102444;1;2;95;77;100;10;282
2025-08-04;ITSS;????;102522;1;2;82;98;92;10;282
2025-08-04;ITSS;????;102604;1;3;78;100;100;4;282
2025-08-04;ITSS;????;102657;1;3;100;100;74;8;282
2025-08-04;ITSS;????;102810;1;4;85;99;96;2;282
2025-08-04;ITSS;????;102889;1;1;92;87;100;3;282
2025-08-04;ITSS;????;103328;1;4;100;90;83;9;282
2025-08-04;ITSS;????;103467;1;4;97;100;85;0;282
2025-08-04;ITSS;????;103561;1;2;100;95;87;0;282
2025-08-04;ITSS;????;103805;1;3;100;80;100;2;282
2025-08-04;ITSS;????;103886;1;4;100;100;73;9;282
2025-08-04;ITSS;????;102446;1;4;83;88;100;10;281
2025-08-04;ITSS;????;102467;0;4;84;100;89;8;281
2025-08-04;ITSS;????;102791;1;4;83;97;99;2;281
2025-08-04;ITSS;????;103713;1;4;95;100;84;2;281
2025-08-04;ITSS;????;103747;1;2;100;96;76;9;281
2025-08-04;ITSS;????;102241;1;4;90;85;100;5;280
2025-08-04;ITSS;????;102360;1;3;100;100;70;10;280
2025-08-04;ITSS;????;102548;1;2;100;93;86;1;280
2025-08-04;ITSS;????;102623;1;4;94;89;87;10;280
2025-08-04;ITSS;????;102639;1;2;90;100;90;0;280
2025-08-04;ITSS;????;102642;1;4;88;83;99;10;280
2025-08-04;ITSS;????;102668;1;4;96;79;100;5;280
2025-08-04;ITSS;????;102695;1;4;93;80;100;7;280
2025-08-04;ITSS;????;102802;1;4;100;99;77;4;280
2025-08-04;ITSS;????;103876;1;4;98;84;93;5;280
2025-08-04;ITSS;????;102281;1;3;78;100;100;1;279
2025-08-04;ITSS;????;102302;1;3;100;100;73;6;279
2025-08-04;ITSS;????;102312;1;4;93;81;100;5;279
2025-08-04;ITSS;????;102440;1;2;100;75;100;4;279
2025-08-04;ITSS;????;102515;0;4;83;99;97;0;279
2025-08-04;ITSS;????;102563;1;4;95;89;87;8;279
2025-08-04;ITSS;????;102718;1;4;100;100;77;2;279
2025-08-04;ITSS;????;103795;0;3;100;82;88;9;279
2025-08-04;ITSS;????;103841;1;4;100;83;95;1;279
2025-08-04;ITSS;????;102311;0;2;100;74;100;4;278
2025-08-04;ITSS;????;102455;1;2;100;74;100;4;278
2025-08-04;ITSS;????;103728;1;3;100;88;90;0;278
2025-08-04;ITSS;????;103754;1;4;100;94;79;5;278
2025-08-04;ITSS;????;103791;1;4;100;89;83;6;278
2025-08-04;ITSS;????;103796;1;2;100;78;100;0;278
2025-08-04;ITSS;????;103865;0;4;100;78;100;0;278
2025-08-04;ITSS;????;102412;1;4;92;100;84;1;277
2025-08-04;ITSS;????;102487;1;2;100;73;100;4;277
2025-08-04;ITSS;????;102585;1;3;100;80;93;4;277
2025-08-04;ITSS;????;102665;1;3;77;98;94;8;277
2025-08-04;ITSS;????;102776;1;2;89;100;86;2;277
2025-08-04;ITSS;????;102967;0;4;85;92;99;1;277
2025-08-04;ITSS;????;103749;1;1;96;75;98;8;277
2025-08-04;ITSS;????;103769;1;3;73;100;100;4;277
2025-08-04;ITSS;????;102683;1;3;100;100;68;8;276
2025-08-04;ITSS;????;102944;1;3;100;82;86;8;276
2025-08-04;ITSS;????;103573;1;2;100;85;91;0;276
2025-08-04;ITSS;????;103762;0;4;100;75;100;1;276
2025-08-04;ITSS;????;102259;1;2;92;88;86;9;275
2025-08-04;ITSS;????;102285;1;3;96;80;99;0;275
2025-08-04;ITSS;????;102362;1;4;95;91;87;2;275
2025-08-04;ITSS;????;102500;1;1;99;76;98;2;275
2025-08-04;ITSS;????;102546;1;2;95;100;73;7;275
2025-08-04;ITSS;????;102573;1;4;71;98;99;7;275
2025-08-04;ITSS;????;102670;1;4;88;100;82;5;275
2025-08-04;ITSS;????;102795;1;3;82;97;91;5;275
2025-08-04;ITSS;????;102878;1;3;86;92;90;7;275
2025-08-04;ITSS;????;102920;1;3;77;100;92;6;275
2025-08-04;ITSS;????;103433;0;3;74;100;94;7;275
2025-08-04;ITSS;????;103602;1;2;80;100;86;9;275
2025-08-04;ITSS;????;103907;1;2;94;99;82;0;275
2025-08-04;ITSS;????;102348;1;1;81;93;95;5;274
2025-08-04;ITSS;????;102449;1;2;89;78;100;7;274
2025-08-04;ITSS;????;102456;1;4;84;100;88;2;274
2025-08-04;ITSS;????;102599;1;4;93;100;81;0;274
2025-08-04;ITSS;????;102777;1;1;100;85;79;10;274
2025-08-04;ITSS;????;102851;1;1;87;85;95;7;274
2025-08-04;ITSS;????;102881;1;3;100;83;81;10;274
2025-08-04;ITSS;????;102884;1;3;98;74;100;2;274
2025-08-04;ITSS;????;102945;1;2;92;83;94;5;274
2025-08-04;ITSS;????;102947;1;2;100;69;98;7;274
2025-08-04;ITSS;????;103316;1;4;100;65;100;9;274
2025-08-04;ITSS;????;103506;1;4;92;87;90;5;274
2025-08-04;ITSS;????;103516;1;4;99;65;100;10;274
2025-08-04;ITSS;????;103657;0;3;86;100;86;2;274
2025-08-04;ITSS;????;103808;1;2;100;100;72;2;274
2025-08-04;ITSS;????;102329;1;4;85;78;100;10;273
2025-08-04;ITSS;????;102356;1;2;100;71;100;2;273
2025-08-04;ITSS;????;102509;1;3;100;69;100;4;273
2025-08-04;ITSS;????;102519;0;4;82;100;88;3;273
2025-08-04;ITSS;????;103318;1;3;90;100;78;5;273
2025-08-04;ITSS;????;103454;0;4;80;98;95;0;273
2025-08-04;ITSS;????;103738;1;1;88;98;84;3;273
2025-08-04;ITSS;????;102252;1;2;100;76;93;3;272
2025-08-04;ITSS;????;102267;1;4;82;94;96;0;272
2025-08-04;ITSS;????;102326;1;3;71;100;100;1;272
2025-08-04;ITSS;????;102352;1;3;86;100;78;8;272
2025-08-04;ITSS;????;102463;1;2;82;100;87;3;272
2025-08-04;ITSS;????;102524;0;4;87;81;100;4;272
2025-08-04;ITSS;????;102705;1;3;64;99;100;9;272
2025-08-04;ITSS;????;102766;0;2;90;74;100;8;272
2025-08-04;ITSS;????;102821;1;4;89;78;100;5;272
2025-08-04;ITSS;????;102978;1;3;73;100;95;4;272
2025-08-04;ITSS;????;103445;1;2;79;94;94;5;272
2025-08-04;ITSS;????;103640;1;3;98;100;66;8;272
2025-08-04;ITSS;????;103645;1;3;80;89;100;3;272
2025-08-04;ITSS;????;103680;1;3;76;97;91;8;272
2025-08-04;ITSS;????;102262;1;4;92;100;72;7;271
2025-08-04;ITSS;????;102387;1;3;76;87;100;8;271
2025-08-04;ITSS;????;102445;1;3;75;100;94;2;271
2025-08-04;ITSS;????;102647;1;2;83;100;85;3;271
2025-08-04;ITSS;????;102868;1;3;88;98;84;1;271
2025-08-04;ITSS;????;103301;1;4;73;100;96;2;271
2025-08-04;ITSS;????;103511;1;2;95;91;76;9;271
2025-08-04;ITSS;????;103590;1;3;100;100;63;8;271
2025-08-04;ITSS;????;103672;1;3;90;79;100;2;271
2025-08-04;ITSS;????;103722;1;2;86;79;100;6;271
2025-08-04;ITSS;????;103726;0;4;92;78;100;1;271
2025-08-04;ITSS;????;103782;1;4;89;88;89;5;271
2025-08-04;ITSS;????;102320;1;2;96;100;74;0;270
2025-08-04;ITSS;????;102385;1;3;100;92;69;9;270
2025-08-04;ITSS;????;102460;1;2;83;80;100;7;270
2025-08-04;ITSS;????;102662;1;2;75;91;100;4;270
2025-08-04;ITSS;????;102817;1;3;70;100;100;0;270
2025-08-04;ITSS;????;102818;1;2;62;100;100;8;270
2025-08-04;ITSS;????;102820;1;2;100;100;63;7;270
2025-08-04;ITSS;????;102875;1;2;85;87;91;7;270
2025-08-04;ITSS;????;102965;1;2;62;100;100;8;270
2025-08-04;ITSS;????;103324;1;2;75;95;94;6;270
2025-08-04;ITSS;????;103548;1;3;78;94;92;6;270
2025-08-04;ITSS;????;103644;1;2;100;100;69;1;270
2025-08-04;ITSS;????;103692;1;2;70;100;100;0;270
2025-08-04;ITSS;????;103793;1;2;100;79;82;9;270
2025-08-04;ITSS;????;103885;1;3;84;79;100;7;270
2025-08-04;ITSS;????;102272;1;3;97;66;100;6;269
2025-08-04;ITSS;????;102288;1;1;100;68;98;3;269
2025-08-04;ITSS;????;102425;0;2;78;100;90;1;269
2025-08-04;ITSS;????;102428;1;3;63;100;99;7;269
2025-08-04;ITSS;????;102575;0;3;100;61;98;10;269
2025-08-04;ITSS;????;102587;1;4;100;100;59;10;269
2025-08-04;ITSS;????;102690;1;4;100;92;69;8;269
2025-08-04;ITSS;????;102858;1;2;90;72;100;7;269
2025-08-04;ITSS;????;102899;1;3;65;96;100;8;269
2025-08-04;ITSS;????;102946;1;4;100;78;89;2;269
2025-08-04;ITSS;????;103298;1;4;95;73;100;1;269
2025-08-04;ITSS;????;103465;1;3;74;97;90;8;269
2025-08-04;ITSS;????;103768;1;3;68;100;100;1;269
2025-08-04;ITSS;????;103770;0;2;93;100;70;6;269
2025-08-04;ITSS;????;102229;1;1;91;94;73;10;268
2025-08-04;ITSS;????;102283;1;4;100;67;98;3;268
2025-08-04;ITSS;????;102313;1;2;80;91;93;4;268
2025-08-04;ITSS;????;102380;1;2;100;100;61;7;268
2025-08-04;ITSS;????;102531;1;3;65;100;95;8;268
2025-08-04;ITSS;????;102640;1;4;98;97;71;2;268
2025-08-04;ITSS;????;102759;1;4;62;100;100;6;268
2025-08-04;ITSS;????;102797;1;3;90;68;100;10;268
2025-08-04;ITSS;????;102916;0;3;93;83;85;7;268
2025-08-04;ITSS;????;102939;0;2;100;62;100;6;268
2025-08-04;ITSS;????;102955;1;4;100;100;62;6;268
2025-08-04;ITSS;????;103302;1;2;91;83;94;0;268
2025-08-04;ITSS;????;103440;1;1;72;94;97;5;268
2025-08-04;ITSS;????;103563;1;4;95;65;100;8;268
2025-08-04;ITSS;????;103652;0;2;99;63;100;6;268
2025-08-04;ITSS;????;103669;1;3;84;90;92;2;268
2025-08-04;ITSS;????;103871;1;1;85;81;93;9;268
2025-08-04;ITSS;????;103906;1;2;100;62;100;6;268
2025-08-04;ITSS;????;102264;1;3;64;100;100;3;267
2025-08-04;ITSS;????;102319;1;4;100;88;73;6;267
2025-08-04;ITSS;????;102346;1;4;93;87;82;5;267
2025-08-04;ITSS;????;102466;1;2;95;69;100;3;267
2025-08-04;ITSS;????;102496;1;2;70;90;100;7;267
2025-08-04;ITSS;????;102630;1;2;94;64;99;10;267
2025-08-04;ITSS;????;102646;1;3;93;94;79;1;267
2025-08-04;ITSS;????;102669;0;2;100;67;100;0;267
2025-08-04;ITSS;????;102686;1;1;86;92;86;3;267
2025-08-04;ITSS;????;102702;1;3;100;100;61;6;267
2025-08-04;ITSS;????;102784;1;4;100;80;81;6;267
2025-08-04;ITSS;????;102828;1;3;70;100;96;1;267
2025-08-04;ITSS;????;102831;1;4;90;73;94;10;267
2025-08-04;ITSS;????;102857;1;1;93;79;85;10;267
2025-08-04;ITSS;????;102861;0;4;90;69;99;9;267
2025-08-04;ITSS;????;102982;1;3;64;100;100;3;267
2025-08-04;ITSS;????;103317;1;4;92;100;72;3;267
2025-08-04;ITSS;????;103332;1;4;77;100;90;0;267
2025-08-04;ITSS;????;103450;1;2;100;67;100;0;267
2025-08-04;ITSS;????;103497;1;3;80;100;86;1;267
2025-08-04;ITSS;????;103512;0;1;85;80;92;10;267
2025-08-04;ITSS;????;103513;1;3;71;98;94;4;267
2025-08-04;ITSS;????;103676;1;4;81;91;94;1;267
2025-08-04;ITSS;????;103776;0;3;85;100;80;2;267
2025-08-04;ITSS;????;103790;1;3;84;100;83;0;267
2025-08-04;ITSS;????;103840;1;4;98;96;63;10;267
2025-08-04;ITSS;????;103866;1;4;86;81;100;0;267
2025-08-04;ITSS;????;103904;1;3;80;84;100;3;267
2025-08-04;ITSS;????;102371;1;2;99;78;81;8;266
2025-08-04;ITSS;????;102422;1;4;63;98;100;5;266
2025-08-04;ITSS;????;102472;0;3;83;77;100;6;266
2025-08-04;ITSS;????;102502;1;3;98;100;66;2;266
2025-08-04;ITSS;????;102551;1;4;74;92;91;9;266
2025-08-04;ITSS;????;102589;0;1;97;100;65;4;266
2025-08-04;ITSS;????;102593;0;2;69;100;90;7;266
2025-08-04;ITSS;????;102618;1;4;79;100;79;8;266
2025-08-04;ITSS;????;102788;0;2;78;100;81;7;266
2025-08-04;ITSS;????;102816;1;1;95;73;92;6;266
2025-08-04;ITSS;????;102854;0;3;86;80;91;9;266
2025-08-04;ITSS;????;102876;1;4;100;90;70;6;266
2025-08-04;ITSS;????;102902;1;2;100;83;75;8;266
2025-08-04;ITSS;????;102923;1;1;97;79;87;3;266
2025-08-04;ITSS;????;103493;1;2;80;79;100;7;266
2025-08-04;ITSS;????;103686;1;4;73;100;89;4;266
2025-08-04;ITSS;????;103801;0;3;100;57;100;9;266
2025-08-04;ITSS;????;103828;1;3;99;99;59;9;266
2025-08-04;ITSS;????;103850;1;2;100;100;60;6;266
2025-08-04;ITSS;????;103910;1;3;80;92;87;7;266
2025-08-04;ITSS;????;102257;1;2;70;97;92;6;265
2025-08-04;ITSS;????;102361;1;2;68;94;100;3;265
2025-08-04;ITSS;????;102439;1;2;77;100;83;5;265
2025-08-04;ITSS;????;102468;1;2;99;65;100;1;265
2025-08-04;ITSS;????;102523;1;4;88;73;100;4;265
2025-08-04;ITSS;????;102601;1;4;86;84;93;2;265
2025-08-04;ITSS;????;102694;1;3;88;97;78;2;265
2025-08-04;ITSS;????;102717;1;4;87;71;100;7;265
2025-08-04;ITSS;????;102751;1;3;96;83;79;7;265
2025-08-04;ITSS;????;102964;1;3;87;88;87;3;265
2025-08-04;ITSS;????;103300;1;3;85;88;84;8;265
2025-08-04;ITSS;????;103646;1;4;100;84;79;2;265
2025-08-04;ITSS;????;103860;1;4;100;80;81;4;265
2025-08-04;ITSS;????;103869;0;4;90;86;87;2;265
2025-08-04;ITSS;????;102278;1;4;87;96;81;0;264
2025-08-04;ITSS;????;102317;1;2;66;97;99;2;264
2025-08-04;ITSS;????;102401;1;2;100;100;60;4;264
2025-08-04;ITSS;????;102480;1;4;87;90;78;9;264
2025-08-04;ITSS;????;102545;0;4;55;100;100;9;264
2025-08-04;ITSS;????;102760;1;4;100;95;67;2;264
2025-08-04;ITSS;????;102813;0;4;60;100;100;4;264
2025-08-04;ITSS;????;102966;1;4;96;88;73;7;264
2025-08-04;ITSS;????;103311;1;2;76;100;85;3;264
2025-08-04;ITSS;????;103466;0;2;81;80;98;5;264
2025-08-04;ITSS;????;103547;0;4;100;85;75;4;264
2025-08-04;ITSS;????;103804;1;2;85;70;100;9;264
2025-08-04;ITSS;????;103837;0;4;65;91;100;8;264
2025-08-04;ITSS;????;103843;1;4;83;87;87;7;264
2025-08-04;ITSS;????;102228;1;4;97;59;100;7;263
2025-08-04;ITSS;????;102457;1;3;56;100;100;7;263
2025-08-04;ITSS;????;102568;1;4;74;88;97;4;263
2025-08-04;ITSS;????;102699;1;4;79;79;100;5;263
2025-08-04;ITSS;????;102701;1;3;94;81;80;8;263
2025-08-04;ITSS;????;102929;1;1;83;79;98;3;263
2025-08-04;ITSS;????;103552;1;2;86;80;90;7;263
2025-08-04;ITSS;????;103564;1;2;85;80;92;6;263
2025-08-04;ITSS;????;103733;1;3;86;95;82;0;263
2025-08-04;ITSS;????;103798;1;3;98;64;91;10;263
2025-08-04;ITSS;????;102247;1;3;71;89;98;4;262
2025-08-04;ITSS;????;102316;1;3;68;98;95;1;262
2025-08-04;ITSS;????;102424;1;3;91;93;74;4;262
2025-08-04;ITSS;????;102595;1;4;82;72;99;9;262
2025-08-04;ITSS;????;102700;1;4;98;69;89;6;262
2025-08-04;ITSS;????;102874;1;3;80;79;100;3;262
2025-08-04;ITSS;????;102885;1;4;88;100;65;9;262
2025-08-04;ITSS;????;102896;1;3;100;76;80;6;262
2025-08-04;ITSS;????;102909;1;4;78;79;100;5;262
2025-08-04;ITSS;????;103310;0;2;100;61;100;1;262
2025-08-04;ITSS;????;103434;1;3;99;79;74;10;262
2025-08-04;ITSS;????;103451;1;4;72;100;83;7;262
2025-08-04;ITSS;????;103494;0;4;100;73;83;6;262
2025-08-04;ITSS;????;103509;1;4;71;98;90;3;262
2025-08-04;ITSS;????;103654;1;4;75;100;82;5;262
2025-08-04;ITSS;????;103731;0;2;60;96;100;6;262
2025-08-04;ITSS;????;103814;1;3;89;88;81;4;262
2025-08-04;ITSS;????;103824;1;3;81;100;76;5;262
2025-08-04;ITSS;????;103835;1;3;100;61;100;1;262
2025-08-04;ITSS;????;103854;1;3;88;86;86;2;262
2025-08-04;ITSS;????;103897;1;3;62;95;95;10;262
2025-08-04;ITSS;????;102299;1;2;100;82;72;7;261
2025-08-04;ITSS;????;102328;0;4;100;63;94;4;261
2025-08-04;ITSS;????;102381;1;2;62;93;100;6;261
2025-08-04;ITSS;????;102441;1;4;86;93;81;1;261
2025-08-04;ITSS;????;102484;1;1;100;74;87;0;261
2025-08-04;ITSS;????;102583;1;3;100;71;87;3;261
2025-08-04;ITSS;????;102779;1;4;99;94;61;7;261
2025-08-04;ITSS;????;102814;0;1;86;98;73;4;261
2025-08-04;ITSS;????;102844;1;2;78;92;83;8;261
2025-08-04;ITSS;????;102924;1;1;100;95;62;4;261
2025-08-04;ITSS;????;103481;0;2;100;66;92;3;261
2025-08-04;ITSS;????;103663;1;2;95;77;87;2;261
2025-08-04;ITSS;????;103742;0;4;100;77;83;1;261
2025-08-04;ITSS;????;103746;1;2;100;81;74;6;261
2025-08-04;ITSS;????;103764;1;4;100;56;100;5;261
2025-08-04;ITSS;????;103773;1;4;75;91;90;5;261
2025-08-04;ITSS;????;102307;0;2;84;100;68;8;260
2025-08-04;ITSS;????;102448;1;2;94;100;59;7;260
2025-08-04;ITSS;????;102501;0;3;87;100;68;5;260
2025-08-04;ITSS;????;102537;1;2;100;63;88;9;260
2025-08-04;ITSS;????;102633;1;1;67;87;100;6;260
2025-08-04;ITSS;????;102733;1;2;100;92;67;1;260
2025-08-04;ITSS;????;102782;1;3;92;91;72;5;260
2025-08-04;ITSS;????;102853;1;3;98;78;82;2;260
2025-08-04;ITSS;????;102855;1;3;92;87;73;8;260
2025-08-04;ITSS;????;102871;0;1;92;84;82;2;260
2025-08-04;ITSS;????;103458;1;4;100;69;87;4;260
2025-08-04;ITSS;????;103510;1;2;56;100;100;4;260
2025-08-04;ITSS;????;103569;1;4;91;100;59;10;260
2025-08-04;ITSS;????;103606;1;4;100;64;88;8;260
2025-08-04;ITSS;????;103662;1;2;95;88;72;5;260
2025-08-04;ITSS;????;103684;1;1;78;97;82;3;260
2025-08-04;ITSS;????;103759;1;4;63;100;88;9;260
2025-08-04;ITSS;????;102237;1;3;96;62;91;10;259
2025-08-04;ITSS;????;102249;1;3;100;89;61;9;259
2025-08-04;ITSS;????;102464;1;2;100;92;65;2;259
2025-08-04;ITSS;????;102709;1;4;78;82;98;1;259
2025-08-04;ITSS;????;102780;1;2;92;64;99;4;259
2025-08-04;ITSS;????;102864;0;3;88;85;78;8;259
2025-08-04;ITSS;????;102886;1;3;66;83;100;10;259
2025-08-04;ITSS;????;102912;1;1;95;78;77;9;259
2025-08-04;ITSS;????;103290;1;4;89;64;100;6;259
2025-08-04;ITSS;????;103315;1;3;100;54;100;5;259
2025-08-04;ITSS;????;103321;1;3;100;76;82;1;259
2025-08-04;ITSS;????;103482;1;3;65;100;84;10;259
2025-08-04;ITSS;????;103495;1;1;95;82;77;5;259
2025-08-04;ITSS;????;103553;1;3;65;100;93;1;259
